ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,744 valid responses,363,300,90,20,14,9,60,48,6,102,49,28,7,301,205,105,33,22,17,8,234,87,74,52,36,12,11,42,15,12,,,,,,,,,,,,,,,,,,,,,
123,1,4,1,4,2,4,2,SO,7,Lack of quantitative and statistics background.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1,4,2,4,8,4,3,WE,8,Too much focus on software and tools. More general and basic skills (such as programming) needed,,,,,,,,,,,,,,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
125,1,1,2,4,9,4,2,WE,8,Pausing to think.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,3,1,4,8,5,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,3,1,4,2,4,1,MW,3,Rapidly advancing technology,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,1,1,4,2,4,1,WE,8,"First, this field is changing rapidly, which is frustrating when web sites change.  Second, new resources are constantly made available, but many require computer skills to use that most biologists (including myself) do not have.  Programs such as JMP andCytoscape are useful, but both have steep learning curves.",,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,2,2,4,2,4,2,SO,7,Finding good faculty to teach the courses.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,1,1,4,2,4,2,SO,7,software licensing fees for the better sequence analysis programs,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,4,2,4,2,4,1,SO,7,"See above- I think the goal at the undergraduate level needs to focus on the basics- for many students, the fundamentals of how information storage and retrieval occurs in biological systems is not all that solid, and that holds across the board for basicanatomy, physiology, energetics, biosystem integration, etc.  I see a major deficiency here, however, in upper division electives.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,4,2,4,9,5,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,2,2,4,8,4,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2,3,1,2,1,1,2,WE,8,I never learned them in college....,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,3,1,4,3,3,2,NE,2,differences in student backgrounds and familiarity with computation,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,2,2,4,2,4,3,NE,2,Hurdles of thinking algorithmically,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1,2,2,4,2,4,2,NE,2,Convincing administrators that faculty from disparate departments can and should teach outside of their home department.,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
139,1,2,1,4,3,3,2,NE,2,"My challenge is that I never became proficient in using computers and had to work very slowly to get a program to run and to get the data out.  I partnered with a statistician and our joint course worked well.  However, she did not get tenure and left.  Ihaven't found another collaborator.  When I do workshops, I am always behind and my programs don't usually run.  I am not that good with a new program at trouble shooting.",1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,3,1,4,2,3,2,WE,9,"Tools, technology, and available information has changed quickly, and continues to change as research progresses.",1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,2,2,4,2,4,3,MW,4,"Two challenges:   First : First integrating the evolution and mechanisms of mental  (cognitive) processes in teaching biology.Second: Teach how information theory and the concept of information unifies the humanities (including the social sciences) an all natural sciences.",,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,#NULL!,#NULL!,2,4,1,4,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,3,2,4,4,4,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,4,2,4,3,4,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,3,1,4,2,4,3,SO,7,Need for additional faculty.,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,1,2,4,2,4,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,2,1,4,3,4,2,NE,2,"Biology students are frequently nervous about such unfamiliar tools and concepts. While most of them have substantial math courses, they are very unlikely to feel comfortable applying information across disciplines. It is seen as ""hard"" or ""tedious"" frequntly. I also did not have the training myself outside of the SEA PHAGES bioinformatics workshop and so am frequently feeling a disadvantage to not knowing more about possible applications or further steps, troubleshooting, etc.",1,1,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,2,1,4,3,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,4,2,4,9,4,1,SO,5,"I think that the student's future career (med school or other professional training) is often viewed as an excuse to minimize bioinformatic teaching/training because the student will not need those skills in those professions. While, I do not think that pactical labs using bioinformatic tools may be needed for all students, I do think several courses (part of the curriculum) should be focused around computing/coding, statistics and theoretical bioinformatic applications.",,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
151,1,2,2,4,9,4,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,2,2,2,2,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,4,1,4,2,4,2,NE,2,"Recongizing that bioinformatics is MORE than genomics data, lack of quantitative requirements for undergraduates, shying away from mathematics requirements for bio majors, especially calculus",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,3,1,4,4,4,2,NE,2,"lack of expertise in it themselves, relatively new field, using it in introductory classes can be challenging, trying to fit it into already packed class schedules",1,1,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,#NULL!,#NULL!,2,2,8,4,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,3,2,4,2,3,2,WE,9,"We're a full service Bio department, not a Mol/Cell Department, so we don't have the emphasis on bioinformatics and systems biology that I think is necessary to push through necessary changes keeping up with trends in Biology.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1,3,2,4,2,3,2,WE,9,"Software training takes time, even in structured courses.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1,2,2,4,2,3,2,WE,9,For us its lack of expertise and cost to run labs like the ones I described above.,1,1,,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,3,1,4,2,3,2,NE,2,inability to keep up with rapid changes in technology,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,3,2,4,2,4,3,SO,7,time v. material,1,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,3,2,4,3,3,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2,2,1,2,8,1,3,SO,5,access to software,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,3,2,2,8,4,3,WE,8,"Many seem to lack basic math skills when they arrive, which makes teaching higher-level quantitative skills difficult and time-consuming.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1,4,1,4,2,4,2,WE,8,"Students' lack of familiarity with bioinformatics as a tool and disciplineStudent's fear of computation (""it's too hard""/""I'm not good at math"")",,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1,3,1,2,3,4,2,MW,3,"Space in the curriculum.  Our majors already have a high load of requirements, and it is difficult to suggest adding more required courses.  Recently we added ""tracks"" within our major, one of which was bioiformatics, but I am not sure how many students hve taken that option.",,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,3,2,1,2,5,3,WE,8,A lack of awareness amongst the students about how much bioinformatics is used in life science research,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,4,2,4,2,4,2,WE,8,Getting students to understand the importance of quantitative skills and training.,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,3,1,4,2,4,2,WE,8,resources to do so,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1,4,1,4,2,4,3,MW,3,It is important to consider and adjust the prerequisite structure to better accomodate students from different academic disciplines so that students may select courses from several departments.,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,4,2,4,2,4,3,MW,4,"When I ask my 300-level microbiology or molecular biology students how many of them have ever written a line of computer code, at most 5% of hands will raise.  So a very basic understanding of how programs work is utterly lacking, which impedes teaching hw to do basic tasks at the command line.  This is not such a huge problem, generally, as one has no need of programming knowledge to use available online tools.  The real problem comes in knowing which tool to use and when to use it.  Bioinformatic approahes are tools to understand biology, and without deep appreciation for the biological system in question, the question can be murky, and the bioinformatic tool to meet the need might not be readily apparent.",,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,1,2,4,8,4,1,MW,4,"Lack of knowledge in molecular biology, and moreimportatly way of scientific thinking.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,2,2,4,2,4,2,NA,NA,"Biology students do not have sufficient statistics or computer science, while non-biologists don't have sufficient biology.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1,4,2,4,4,4,2,SO,5,Time to learn the required bioinformatics skills.,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1,2,1,4,2,3,2,NE,2,Making students understand how critical/relevant this information is. Many of them find it boring or abstract.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2,3,1,4,8,1,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,2,1,4,8,4,3,SO,6,Lack of knowledge in educators and lack of computational resources,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,1,1,4,9,4,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,2,1,4,2,2,1,WE,9,lack of basic computer skills in students,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,1,1,4,3,3,1,WE,9,One is math and two is an understanding of parameters in the programs which really means do the students understand the questions they want to ask with their data sets.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,2,1,4,8,5,1,WE,9,Lack of time to stay current and to make thoughtful updates due to extreme workload.,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1,4,2,4,3,5,1,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1,4,2,4,2,4,2,SO,7,"Time, and computer resources.  With 1200 majors we can't offer bioinformatics to all of them, not even the 800 premeds.  It is tough enough getting the training for the 100 graduate students.",1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1,1,2,4,2,4,2,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1,3,2,4,4,4,2,SO,7,"Student background, interests, and abilities",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1,3,1,4,1,3,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,3,1,4,2,4,2,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1,2,2,4,2,4,2,NA,NA,"Many students prefer to generate data in the lab and are resistant to spending time in front of a computerLack of basic programming skills",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1,2,1,4,2,4,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1,4,2,4,3,4,3,SO,7,"Competetion for time from other perceived core course needs, difficulty of teaching programming skills to students primarily interested in their perceptions of what premed students should learn.",,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
195,1,3,2,4,9,4,2,SO,7,"I have found it difficult to convince biology students that math and computing are important to learning about biology and being able to critically conduct and evaluate biological research. Also, many faculty who are the most qualified to teach courses inbioinformatics are young and still early in their careers.",1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,#NULL!,#NULL!,2,4,2,4,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1,2,1,4,3,2,2,NE,2,time,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1,1,1,4,8,3,1,WE,9,weak background in computation: math/stats,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1,3,2,4,2,4,3,SO,7,"lack of mathematics training and ability to apply 'logical, deductive'' concepts",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1,2,1,4,2,2,2,MW,4,Training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1,3,2,4,1,4,2,SO,6,"I think bioinformatics is viewed as an advanced skill, that is steps removed from 'real' Biology, so not appropriate for undergrads who have not yet learned enough to apply it productively.",,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2,3,1,2,3,1,3,SO,5,"Other than Genome Solver, there seem to be few resources for educators to use in the classroom.  I also suspect many educators lack much experience with bioinformatics.  As I mentioned earlier, our courses are already so packed with content that adding moe is difficult.",1,1,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,3,2,4,2,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1,2,1,4,3,3,1,WE,9,Sufficient training and practice.  Sometimes the workshops I have attended really go beyond what can be taught in a classroom.  It would be nice to have professional development around modules that could be taught in a class.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1,2,2,4,3,3,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,#NULL!,#NULL!,2,4,2,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1,3,1,4,1,4,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1,3,1,4,2,5,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1,3,1,4,1,2,1,NE,2,Competition between learning basics of the field and new technologies.,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1,2,1,2,3,4,3,NE,1,They are intimidated by the amount of data they see.,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1,1,2,4,2,4,2,MW,4,"Biology students are the weakest among the sciences.  If they can avoid math, statistics, or computer science (other than gaming) they will.  We cannot generate interest in bioinformatics among our biology majors.  Conversely, the computer science majors re eager to learn the biology necessary to pursue a career involving bioinformatics.  All of our Bioinformatics minors, so far, have been computer science majors.",,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,3,1,4,2,4,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1,4,1,4,3,4,1,MW,3,That instructors don't have the training to adequately teach students and computer science classes aren't geared towards biologists.,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1,2,2,4,2,4,2,SO,6,"conveying the increasingly broad scope of biology, genomics, evolution while also drilling down into some of the required nitty gritty of bioinformatics",,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1,3,1,4,2,4,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1,1,2,4,2,2,2,MW,3,It is questionable whether one can practice 'bioinformatics' at a smaller school given the pace of change in technologies.  Often the best you can hope for is a theoretical foundation with some practice on writing scripts as well as accessing and analyzin data.,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1,2,1,4,3,3,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1,3,1,4,2,3,2,MW,4,There is so much information and new technologies coming on board.  Teaching the fundamentals take time but I also want to introduce my students about the cool ideas and tools (lab and computational) that are coming online.,1,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1,2,2,4,2,2,2,SO,5,"Keeping up with the rapid advances in -omics technologies, especially from the perspective of a small liberal arts college.",,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,1,2,4,2,4,3,MW,4,Biology students discomfort with mathematics; instructor hesitation to throw themselves into the fray with students working on projects.,1,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1,3,2,4,8,3,2,MW,4,Students' computer science skills.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1,3,1,4,8,2,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1,3,1,4,3,4,1,WE,8,Convincing pre-med and pre-dental students that there is value in bioinformatics.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1,3,2,1,4,4,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,3,1,4,2,5,1,WE,8,Formal training of the faculty in bioinformatics,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,#NULL!,#NULL!,1,2,4,1,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2,2,1,4,3,1,1,WE,8,"keeping up with the technology, its expensive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2,3,2,2,2,5,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2,3,1,4,8,1,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1,3,2,4,3,2,3,NE,1,Math skills and an appreciation of logic,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1,2,1,4,2,4,2,MW,3,"Lack of familiarity with tools that are available, many of them FREE.  Time for developing bioinformatics content for each course and at the appropriate level.  Lack of interest by some faculty members - some consider it a graduate level area rather than ndergrad level.  Perceived lower value of bioinformatics versus the other courses in our departments.",1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1,3,1,4,2,3,3,SO,5,Technical Resources and Finances.  Small size of our faculty compared to number of students,1,,,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1,3,2,4,2,4,3,SO,5,Lack of undergraduate understanding of basic statistics,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1,3,2,4,3,4,1,SO,5,Getting the time to do it.,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1,2,2,4,2,4,1,SO,5,Lack of training in statistics in our undergraduates.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1,1,1,4,9,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1,4,2,4,3,4,3,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1,4,1,4,2,4,1,SO,5,translating concepts in math or computer science,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1,3,2,4,3,2,3,MW,4,"Rapidly changing technologies (new tools appearing constantly), different levels of student preparedness and familiarity with computers, attracting faculty to a smaller school and size of the department. Bioinformatics is important, but it's a set of tool - so they still need a foundation in inquiry, critical thinking, scientific method, and strong writing. These are arguably more critical for students to acquire before developing higher-level skills and tools like bioinformatics. So in a resource limitedenvironment, it currently seems like something great to have, but a skill that could be developed in graduate school. Of course, as time goes on, it seems more and more critical and so perhaps someday it will become something that is taught alongside pipeting.",1,1,,,,,,,,1,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1,2,2,4,3,4,2,SO,5,A standardized curriculum that ties into microbiology OR cell biology -,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2,2,1,4,3,1,2,NE,1,"Factors limiting faculty enthusiasm for curriculum revision. Also, students and faculty have limited exposure to related concepts of data mining and statistical analysis.",1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1,3,1,4,2,5,3,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
